entry_fee,entry_index,entry_price,entry_price_effective,exit_fee,exit_index,exit_price,exit_price_effective,exit_reason,gross_pnl,net_pnl
0.005,2025-11-01 03:40:00,0.04016604508577246,0.04020621113085823,0.0050632947144258105,2025-11-01 04:20:00,0.04075593519638892,0.04071517926119253,TP,0.1265894288516196,0.1165261341371938
0.005000582630670686,2025-11-01 20:00:00,0.03977666375885904,0.039816440422617894,0.0050550782227411165,2025-11-01 20:15:00,0.040290644603948364,0.04025035395934442,TP,0.10899118414085927,0.09893552328744747
0.005001077308287124,2025-11-01 23:00:00,0.03894687448975729,0.038985821364247046,0.004925630258713082,2025-11-01 23:20:00,0.03843611115895553,0.03839767504779658,SL,-0.15089409914808397,-0.16082080671508417
0.0050002732042535485,2025-11-01 23:55:00,0.038666291825300805,0.038704958117126105,0.004966897216604886,2025-11-02 00:00:00,0.038485094086817016,0.0384466089927302,SELL,-0.06675197529732636,-0.07671914571818479
0.004999889608524957,2025-11-02 00:25:00,0.038857959320213735,0.038896817279533945,0.0050413606934318605,2025-11-02 01:10:00,0.039258701746709056,0.039219443044962346,TP,0.08294216981380752,0.0729009195118507
0.0050002541131225165,2025-11-02 01:55:00,0.039136964931218265,0.03917610189614948,0.004932268433366127,2025-11-02 02:00:00,0.038682128311899586,0.038643446183587685,SL,-0.13597135951277975,-0.14590388205926838
0.004999524593712219,2025-11-02 03:10:00,0.0385507825636168,0.03858933334618041,0.004895484786767212,2025-11-02 03:25:00,0.037824115749419296,0.03778629163366987,SL,-0.20807961389001722,-0.21797462327049666
0.004998434720595868,2025-11-04 16:50:00,0.03225642103031699,0.03228867745134731,0.00493087585100762,2025-11-04 16:55:00,0.03188414766724422,0.03185226351957698,SL,-0.13511773917649617,-0.14504704974809965
0.004997709485347127,2025-11-04 19:40:00,0.03104596591202158,0.0310770118779336,0.005080184413748809,2025-11-04 19:45:00,0.031621483165010886,0.031589861681845875,TP,0.1649498568033642,0.15487196290426825
0.004998483845161649,2025-11-04 22:00:00,0.03179847019451696,0.031830268664711475,0.004928364310233876,2025-11-04 22:25:00,0.03141516370260512,0.031383748538902516,SL,-0.1402390698555457,-0.15016591801094123
0.004997733015571594,2025-11-05 00:35:00,0.03100087798550335,0.03103187886348885,0.004910617790290383,2025-11-05 00:45:00,0.030521485275936934,0.030490963790660998,SL,-0.17423045056242087,-0.18413880136828284
0.004996812321564753,2025-11-05 22:05:00,0.031636452275656,0.031668088727931656,0.004930392078967374,2025-11-05 22:40:00,0.03127841834921942,0.0312471399308702,SL,-0.13284048519475797,-0.1427676895952901
0.004996098483116777,2025-11-05 23:20:00,0.03134540720575389,0.03137675261295964,0.00504549235797035,2025-11-06 00:30:00,0.03171867722329521,0.03168695854607191,TP,0.0987877497071449,0.08874615886605777
0.004996542213911106,2025-11-07 01:55:00,0.03489782154168645,0.03493271936322813,0.005097401182509531,2025-11-07 02:25:00,0.035673536155354395,0.03563786261919904,TP,0.20171793719684744,0.1916239938004268
0.004997500333880109,2025-11-07 15:05:00,0.03766255366673666,0.03770021622040339,0.004892861499333409,2025-11-07 15:10:00,0.036947788035671746,0.03691084024763607,SL,-0.2092776690934006,-0.2191680309266141
0.004996404493725476,2025-11-07 21:25:00,0.037173456343187444,0.037210629799530624,0.005054105403578107,2025-11-07 22:20:00,0.03767803428977862,0.03764035625548884,TP,0.11540181970526209,0.10535130980795851
0.004996931250274515,2025-11-10 01:15:00,0.03501628509444502,0.03505130137953946,0.004930418232309272,2025-11-10 01:50:00,0.03461936082156399,0.034584741460742426,SL,-0.1330260359304859,-0.14295338541306968
0.00499621648334745,2025-11-10 09:35:00,0.03481540011788731,0.03485021551800519,0.004930081128165468,2025-11-10 10:20:00,0.034423323486335485,0.03438890016284915,SL,-0.13227071036396387,-0.1421970079754768
0.004995505498307574,2025-11-10 10:30:00,0.035001382513532776,0.035036383896046304,0.005073376560158222,2025-11-10 12:00:00,0.03561815707553477,0.035582538918459236,TP,0.15574212370129767,0.14567324164283188
0.004996233864515786,2025-11-11 00:15:00,0.03832683224089933,0.038365159073140226,0.004936233965317184,2025-11-11 00:20:00,0.037942373278052235,0.03790443090477418,SL,-0.11999979839720476,-0.12993226622703774
0.004995584203184651,2025-11-11 04:35:00,0.041530158565116,0.04157168872368111,0.0050943729476200135,2025-11-11 04:40:00,0.04243621395987227,0.0423937777459124,TP,0.19757748887072404,0.1874875317199194
0.004996521640843252,2025-11-11 05:15:00,0.04189923076989774,0.04194113000066763,0.005048529975750316,2025-11-11 05:50:00,0.042420111482689545,0.04237769137120685,TP,0.10401666981412645,0.09397161819753289
0.0049969914989342395,2025-11-12 01:00:00,0.03621500702569566,0.03625122203272135,0.004934155553560787,2025-11-12 01:40:00,0.03583120298904602,0.03579537178605697,SL,-0.12567189074690646,-0.1356030377994015
0.004996313483745242,2025-11-13 04:30:00,0.03374234842727303,0.0337760907757003,0.0049245848580586424,2025-11-13 05:00:00,0.03332451525810643,0.03329119074284832,SL,-0.1434572513732001,-0.15337814971500396
0.004995546592996667,2025-11-13 11:00:00,0.033763957316018625,0.03379772127333464,0.005041930241556672,2025-11-13 13:10:00,0.03414567878361415,0.03411153310483054,TP,0.09276729712001083,0.0827298202854575
0.004995960242098094,2025-11-13 13:30:00,0.03405733866664906,0.03409139600531571,0.005060751914126206,2025-11-13 14:45:00,0.03456808901965889,0.03453352093063923,TP,0.12958334405622388,0.11952663189999957
0.004996557875257594,2025-11-13 22:10:00,0.03475358353950379,0.03478833712304329,0.005040796224456159,2025-11-13 23:20:00,0.03513147636076863,0.03509634488440786,TP,0.08847669839713006,0.07843934429741631
0.0049969500719790816,2025-11-15 02:40:00,0.03172647884302552,0.03175820532186854,0.004982165889634397,2025-11-15 03:50:00,0.03169594012737275,0.03166424418724538,SELL,-0.029568364689370137,-0.03954748065098362
0.004996752334575826,2025-11-15 08:00:00,0.03178030018967937,0.03181208048986904,0.004934381362086565,2025-11-15 09:50:00,0.0314464389275903,0.03141499248866271,SL,-0.1247419449785221,-0.1346730786751845
0.004996078969182451,2025-11-18 00:40:00,0.026680330469199348,0.026707010799668543,0.005042364454007717,2025-11-18 01:10:00,0.026981415634893337,0.026954434219258444,TP,0.09257096965053473,0.08253252622734455
0.004996491631813588,2025-11-18 05:05:00,0.026950306318780877,0.026977256625099654,0.00504074492997592,2025-11-18 10:00:00,0.027243434229343597,0.027216190795114253,TP,0.08850659632466319,0.07846935976287368
