stop_loss_pct,position_size,take_profit_pct,volume_spike_factor,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,runtime_sec,error
0.02,0.0025,0.02,1.2,0.04171689130646428,0.004171689130646428,62,41.935483870967744,0.07967494957421269,23.996013402938843,
0.005,0.0025,0.02,1.6,0.15265330789759446,0.015265330789759446,42,28.57142857142857,0.06664480134355535,24.247729301452637,
0.01,0.01,0.0,1.6,-4.561076681738882,-0.4561076681738882,38,5.263157894736842,0.6870835824916038,24.295106649398804,
0.005,0.02,0.02,1.6,1.2135326583448887,0.12135326583448885,42,28.57142857142857,0.53221423804937,24.367737770080566,
0.01,0.005,0.02,1.2,0.5751086937068521,0.05751086937068521,69,31.88405797101449,0.16224160427143478,24.063201189041138,
0.002,0.02,0.0,1.4,-7.373462073621226,-0.7373462073621226,53,3.7735849056603774,1.2009843141285126,24.180163383483887,
0.01,0.01,0.01,1.4,-0.28972482831454727,-0.028972482831454725,53,43.39622641509434,0.30334055950023536,24.143687963485718,
0.01,0.01,0.01,1.6,-1.259586091959477,-0.1259586091959477,41,39.02439024390244,0.35484289365876936,24.268661975860596,
0.02,0.02,0.02,1.4,-1.6217800538546499,-0.16217800538546498,46,43.47826086956522,0.7903169506372284,24.009387493133545,
0.005,0.01,0.0,1.2,-0.6286605830234748,-0.06286605830234748,63,6.349206349206349,0.6069897563237897,24.07451605796814,
0.002,0.005,0.01,1.4,-0.0226148933420518,-0.00226148933420518,56,28.57142857142857,0.1324511433489626,24.211227655410767,
0.02,0.0025,0.02,1.4,-0.2014588503810728,-0.02014588503810728,46,43.47826086956522,0.09907445036548926,24.377466917037964,
0.002,0.0025,0.02,1.2,0.700964545181705,0.0700964545181705,72,25.0,0.061291988564436836,23.917840003967285,
0.02,0.005,0.0,1.4,-3.6119244386259197,-0.36119244386259197,40,10.0,0.4859464849218783,23.853798151016235,
0.002,0.005,0.01,1.6,-0.23547740417200203,-0.023547740417200203,42,28.57142857142857,0.13156694053703058,23.87494397163391,
0.01,0.0025,0.02,1.2,0.2878066600602551,0.028780666006025513,69,31.88405797101449,0.081145447858711,24.05765676498413,
0.005,0.0025,0.02,1.2,0.5092892080208458,0.05092892080208458,72,26.38888888888889,0.07390729466998833,24.060795068740845,
0.002,0.0025,0.01,1.2,0.4038886680588121,0.040388866805881204,74,28.37837837837838,0.07117077563576957,24.021296739578247,
0.002,0.02,0.02,1.6,1.603784254988227,0.16037842549882272,42,26.190476190476193,0.4962812003993171,24.13027787208557,
0.005,0.01,0.02,1.4,0.40674317912009883,0.040674317912009886,56,26.785714285714285,0.2846902103087081,24.4200656414032,
0.02,0.01,0.0,1.4,-7.2130014693694875,-0.7213001469369488,40,10.0,0.9696479962219893,24.421860694885254,
0.005,0.01,0.02,1.2,2.0354484907617234,0.20354484907617235,72,26.38888888888889,0.29538769261287856,24.516802310943604,
0.02,0.01,0.02,1.6,-1.297986287877734,-0.1297986287877734,36,38.88888888888889,0.4680509520549362,24.38722515106201,
0.005,0.005,0.02,1.4,0.2039893011831282,0.02039893011831282,56,26.785714285714285,0.14242320962666236,24.564891576766968,
0.002,0.02,0.01,1.4,-0.09632966661865794,-0.009632966661865795,56,28.57142857142857,0.529010288492903,23.695390462875366,
0.02,0.01,0.0,1.6,-6.342487784971354,-0.6342487784971353,32,9.375,0.882814388693242,23.695693254470825,
0.01,0.01,0.01,1.2,1.2310750182817856,0.12310750182817855,70,41.42857142857143,0.32831487884781296,23.796480417251587,
0.01,0.01,0.02,1.6,-0.4452005028969097,-0.04452005028969097,41,31.70731707317073,0.3673476174261755,23.854012966156006,
0.002,0.01,0.02,1.6,0.8039067661957233,0.08039067661957233,42,26.190476190476193,0.24836489216931643,23.626273155212402,
0.02,0.02,0.01,1.4,-0.7018826376115612,-0.07018826376115612,49,55.10204081632652,0.6623356983890425,23.82981014251709,
0.002,0.01,0.0,1.4,-3.6905166583765094,-0.369051665837651,53,3.7735849056603774,0.6022058903617318,23.736015796661377,
0.01,0.0025,0.02,1.4,-0.03223253211581323,-0.003223253211581323,53,33.9622641509434,0.08513496417864062,23.99012517929077,
0.01,0.01,0.0,1.2,-1.1221188216826476,-0.11221188216826476,57,8.771929824561402,0.6418106169211115,23.752312660217285,
0.002,0.01,0.0,1.2,0.7669334679098938,0.07669334679098938,63,6.349206349206349,0.5239191237693686,23.665504455566406,
0.002,0.01,0.0,1.6,-2.6059840359033615,-0.26059840359033615,40,5.0,0.49400642813016915,23.707609176635742,
0.005,0.0025,0.01,1.4,-0.006675065325111973,-0.0006675065325111972,56,33.92857142857143,0.07606510887498957,23.973134994506836,
0.005,0.02,0.01,1.6,-0.8801517898596103,-0.08801517898596102,42,33.33333333333333,0.5674485656920082,23.662429094314575,
0.005,0.01,0.0,1.4,-5.104184356711016,-0.5104184356711016,53,3.7735849056603774,0.743241836689587,23.713427543640137,
0.01,0.005,0.01,1.4,-0.14429802858455787,-0.014429802858455788,53,43.39622641509434,0.15175646893877245,23.9487521648407,
0.02,0.01,0.01,1.2,1.2459386602687346,0.12459386602687345,66,54.54545454545454,0.29251459981753697,24.163578510284424,
0.005,0.005,0.02,1.2,1.018294048897701,0.1018294048897701,72,26.38888888888889,0.14777433303858226,23.74402904510498,
0.005,0.005,0.0,1.4,-2.5545592328147677,-0.25545592328147676,53,3.7735849056603774,0.37228520485758415,23.52434802055359,
0.005,0.0025,0.01,1.6,-0.10924178345601376,-0.010924178345601377,42,33.33333333333333,0.0710655874631784,23.54151487350464,
0.01,0.01,0.0,1.4,-5.3391773666127165,-0.5339177366612716,47,6.382978723404255,0.764713104977705,23.751479148864746,
0.005,0.01,0.0,1.6,-3.3203827056698856,-0.33203827056698854,40,5.0,0.5652791130508125,23.30976152420044,
0.02,0.0025,0.0,1.6,-1.588703355875964,-0.1588703355875964,32,9.375,0.22140655754463454,23.244569063186646,
0.005,0.005,0.0,1.6,-1.6608302637273482,-0.1660830263727348,40,5.0,0.2830169890763694,23.25757622718811,
0.002,0.02,0.02,1.4,2.0620900065814567,0.20620900065814568,56,25.0,0.49628120039932483,23.261938095092773,
0.005,0.02,0.02,1.2,4.066321457945719,0.4066321457945719,72,26.38888888888889,0.590131905392471,False,False,23.4620680809021,
0.02,0.01,0.01,1.6,-1.4835725608135135,-0.14835725608135136,38,50.0,0.3804795835164218,False,False,23.523793935775757,
0.005,0.005,0.01,1.4,-0.013603597127030298,-0.0013603597127030298,56,33.92857142857143,0.15208340099187795,False,False,23.54360032081604,
0.002,0.0025,0.02,1.4,0.2586061387648897,0.02586061387648897,56,25.0,0.0621333097147179,False,False,23.67360758781433,
0.002,0.0025,0.0,1.2,0.19478003461165372,0.01947800346116537,63,6.349206349206349,0.13122055900846838,False,False,23.620287656784058,
0.01,0.0025,0.02,1.6,-0.11082681105119718,-0.011082681105119717,41,31.70731707317073,0.09194088658005616,False,False,23.602558135986328,
0.01,0.01,0.02,1.6,-0.4452005028969097,-0.04452005028969097,41,31.70731707317073,0.3673476174261755,False,False,23.65435242652893,
0.005,0.02,0.0,1.4,-10.188644417529872,-1.0188644417529873,53,3.7735849056603774,1.4811876271846576,False,False,23.929139852523804,
0.005,0.005,0.02,1.6,0.30503203950286206,0.030503203950286207,42,28.57142857142857,0.13325585611569374,False,False,23.322606086730957,
0.002,0.0025,0.0,1.4,-0.9233374008748569,-0.0923337400874857,53,3.7735849056603774,0.15087381838233532,False,False,23.426324129104614,
0.002,0.01,0.02,1.4,1.0329776805399433,0.10329776805399432,56,25.0,0.24836489216933433,False,False,23.62137746810913,
0.005,0.02,0.0,1.6,-6.6356370080573015,-0.6635637008057301,40,5.0,1.1275464324672448,False,False,23.581661224365234,
0.002,0.01,0.0,1.4,-3.6905166583765094,-0.369051665837651,53,3.7735849056603774,0.6022058903617318,False,False,23.77305293083191,
0.005,0.0025,0.0,1.6,-0.8305745907030087,-0.08305745907030086,40,5.0,0.1416029727259878,False,False,23.71252131462097,
0.01,0.005,0.01,1.4,-0.14429802858455787,-0.014429802858455788,53,43.39622641509434,0.15175646893877245,False,False,23.91930103302002,
0.005,0.01,0.01,1.2,1.8080908611246969,0.18080908611246968,74,33.78378378378378,0.32047144069000616,False,False,23.99684453010559,
0.02,0.005,0.02,1.4,-0.4032792591059433,-0.04032792591059433,46,43.47826086956522,0.19806741420192597,False,False,23.335431814193726,
0.002,0.01,0.02,1.6,0.8039067661957233,0.08039067661957233,42,26.190476190476193,0.24836489216931643,False,False,23.590293169021606,
0.005,0.01,0.0,1.2,-0.6286605830234748,-0.06286605830234748,63,6.349206349206349,0.6069897563237897,False,False,23.6358802318573,
0.02,0.01,0.0,1.2,-1.139679899338148,-0.1139679899338148,50,14.000000000000002,0.6968649376301822,False,False,23.5233097076416,
0.002,0.005,0.01,1.2,0.8074763902895938,0.08074763902895939,74,28.37837837837838,0.14230383643678943,False,False,23.297982454299927,
0.02,0.005,0.02,1.2,0.08276913970780697,0.008276913970780697,62,41.935483870967744,0.15930845897599397,False,False,23.50159978866577,
0.002,0.0025,0.0,1.6,-0.6515878927452832,-0.06515878927452833,40,5.0,0.12371479050910109,False,False,23.69608235359192,
0.005,0.01,0.01,1.6,-0.4383001296948805,-0.043830012969488054,42,33.33333333333333,0.28403163033244616,False,False,23.67023539543152,
0.02,0.0025,0.01,1.2,0.31219076637864873,0.031219076637864874,66,54.54545454545454,0.07319092494784579,False,False,23.45944619178772,
0.02,0.0025,0.01,1.4,-0.08663519859533153,-0.008663519859533153,49,55.10204081632652,0.0829797413726875,False,False,23.623624801635742,
0.02,0.02,0.01,1.6,-2.9695468954937496,-0.29695468954937493,38,50.0,0.7597859648766241,False,False,23.764936923980713,
0.02,0.02,0.02,1.4,-1.6217800538546499,-0.16217800538546498,46,43.47826086956522,0.7903169506372284,False,False,23.591742277145386,
0.005,0.005,0.0,1.6,-1.6608302637273482,-0.1660830263727348,40,5.0,0.2830169890763694,False,False,23.52543020248413,
0.02,0.01,0.01,1.4,-0.3484274210924241,-0.0348427421092424,49,55.10204081632652,0.3315968619540359,False,False,23.342113256454468,
0.005,0.01,0.02,1.4,0.40674317912009883,0.040674317912009886,56,26.785714285714285,0.2846902103087081,False,False,23.55532670021057,
0.005,0.01,0.02,1.6,0.6089653683435472,0.060896536834354725,42,28.57142857142857,0.266376778197082,False,False,23.686218738555908,
0.002,0.005,0.02,1.2,1.4018896002157817,0.14018896002157819,72,25.0,0.12255688184744123,False,False,23.8473482131958,
0.005,0.02,0.01,1.6,-0.8801517898596103,-0.08801517898596102,42,33.33333333333333,0.5674485656920082,False,False,23.63658332824707,
0.002,0.005,0.0,1.6,-1.303114944093636,-0.13031149440936363,40,5.0,0.2472873557694014,False,False,23.68817925453186,
0.01,0.005,0.0,1.4,-2.6722057645151835,-0.2672205764515183,47,6.382978723404255,0.38304580702778157,False,False,23.765685319900513,
0.002,0.01,0.02,1.2,2.803618810563762,0.28036188105637616,72,25.0,0.24500541678094,False,False,23.364372491836548,
0.02,0.005,0.01,1.4,-0.17358489207333605,-0.017358489207333606,49,55.10204081632652,0.16590578243816417,False,False,23.538405656814575,
0.01,0.005,0.01,1.2,0.6163733537180178,0.06163733537180178,70,41.42857142857143,0.1642620386203462,False,False,23.606881618499756,
0.02,0.005,0.0,1.2,-0.5647733602157814,-0.056477336021578145,50,14.000000000000002,0.34900066102382676,False,False,23.744104146957397,
0.005,0.0025,0.01,1.2,0.45242749879969324,0.045242749879969325,74,33.78378378378378,0.08019424192318834,False,False,23.83757996559143,
0.005,0.01,0.0,1.6,-3.3203827056698856,-0.33203827056698854,40,5.0,0.5652791130508125,False,False,23.99486207962036,
0.002,0.005,0.02,1.4,0.5169712572796925,0.05169712572796925,56,25.0,0.12423855556414473,False,False,23.903228998184204,
0.002,0.02,0.0,1.6,-5.2109648375817414,-0.5210964837581741,40,5.0,0.9857446543160265,False,False,23.937983751296997,
0.01,0.005,0.02,1.2,0.5751086937068521,0.05751086937068521,69,31.88405797101449,0.16224160427143478,False,False,24.013141870498657,
0.02,0.0025,0.0,1.2,-0.28111645776607475,-0.028111645776607477,50,14.000000000000002,0.17464259312528566,False,False,24.121400117874146,
