stop_loss_pct,position_size,take_profit_pct,volume_spike_factor,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,runtime_sec,error
0.002,0.02,0.02,1.4,2.0620900065814567,0.20620900065814568,56,25.0,0.49628120039932483,False,False,23.916454315185547,
0.01,0.0025,0.01,1.4,-0.07200788332499997,-0.007200788332499997,53,43.39622641509434,0.07589978958784002,False,False,24.152329444885254,
0.02,0.005,0.0,1.2,-0.5647733602157814,-0.056477336021578145,50,14.000000000000002,0.34900066102382676,False,False,23.546290636062622,
0.02,0.005,0.0,1.4,-3.6119244386259197,-0.36119244386259197,40,10.0,0.4859464849218783,False,False,23.83991050720215,
0.01,0.005,0.0,1.2,-0.5568845584933797,-0.05568845584933797,57,8.771929824561402,0.3213853189304205,False,False,23.91047191619873,
0.02,0.02,0.0,1.2,-2.319663961775859,-0.2319663961775859,50,14.000000000000002,1.3891980364711949,False,False,23.91127324104309,
0.02,0.005,0.02,1.2,0.08276913970780697,0.008276913970780697,62,41.935483870967744,0.15930845897599397,False,False,23.414973735809326,
0.02,0.02,0.01,1.4,-0.7018826376115612,-0.07018826376115612,49,55.10204081632652,0.6623356983890425,False,False,23.439594984054565,
0.005,0.005,0.0,1.2,-0.31021198005510087,-0.03102119800551009,63,6.349206349206349,0.30393179980544394,False,False,23.52162480354309,
0.005,0.005,0.01,1.2,0.9045854153991968,0.09045854153991968,74,33.78378378378378,0.1603375466347382,False,False,23.582178592681885,
0.01,0.0025,0.01,1.2,0.30839548428400576,0.030839548428400573,70,41.42857142857143,0.08215718050046136,False,False,23.81895160675049,
0.005,0.02,0.0,1.4,-10.188644417529872,-1.0188644417529873,53,3.7735849056603774,1.4811876271846576,False,False,23.621176958084106,
0.01,0.02,0.02,1.2,2.2883057134167757,0.22883057134167759,69,31.88405797101449,0.6477844082438148,False,False,23.85065507888794,
0.002,0.02,0.02,1.2,5.606576613985453,0.5606576613985453,72,25.0,0.4895777194910072,False,False,23.8051917552948,
0.01,0.005,0.01,1.4,-0.14429802858455787,-0.014429802858455788,53,43.39622641509434,0.15175646893877245,False,False,23.626317262649536,
0.02,0.0025,0.02,1.6,-0.32410190300049635,-0.032410190300049636,36,38.88888888888889,0.1171912858614355,False,False,23.65552020072937,
0.02,0.01,0.01,1.4,-0.3484274210924241,-0.0348427421092424,49,55.10204081632652,0.3315968619540359,False,False,23.664599895477295,
0.005,0.01,0.0,1.2,-0.6286605830234748,-0.06286605830234748,63,6.349206349206349,0.6069897563237897,False,False,23.728790760040283,
0.02,0.0025,0.01,1.2,0.31219076637864873,0.031219076637864874,66,54.54545454545454,0.07319092494784579,False,False,23.674145698547363,
0.002,0.01,0.02,1.4,1.0329776805399433,0.10329776805399432,56,25.0,0.24836489216933433,False,False,23.541807174682617,
0.002,0.01,0.02,1.2,2.803618810563762,0.28036188105637616,72,25.0,0.24500541678094,False,False,23.562071084976196,
0.01,0.005,0.01,1.6,-0.6294731200746355,-0.06294731200746355,41,39.02439024390244,0.1775491273145505,False,False,23.815699815750122,
0.002,0.02,0.01,1.4,-0.09632966661865794,-0.009632966661865795,56,28.57142857142857,0.529010288492903,False,False,23.805916786193848,
0.02,0.005,0.02,1.4,-0.4032792591059433,-0.04032792591059433,46,43.47826086956522,0.19806741420192597,False,False,23.88757824897766,
0.02,0.01,0.0,1.6,-6.342487784971354,-0.6342487784971353,32,9.375,0.882814388693242,False,False,23.92903733253479,
0.005,0.0025,0.01,1.2,0.45242749879969324,0.045242749879969325,74,33.78378378378378,0.08019424192318834,False,False,23.85047221183777,
0.005,0.01,0.02,1.2,2.0354484907617234,0.20354484907617235,72,26.38888888888889,0.29538769261287856,False,False,23.725542306900024,
0.01,0.0025,0.0,1.4,-1.336757291096319,-0.1336757291096319,47,6.382978723404255,0.19169550748620198,False,False,23.745097875595093,
0.01,0.005,0.02,1.6,-0.22196925537969037,-0.022196925537969037,41,31.70731707317073,0.18381242446799503,False,False,23.60197925567627,
0.005,0.005,0.02,1.2,1.018294048897701,0.1018294048897701,72,26.38888888888889,0.14777433303858226,False,False,23.709818601608276,
0.005,0.005,0.02,1.4,0.2039893011831282,0.02039893011831282,56,26.785714285714285,0.14242320962666236,False,False,23.620259761810303,
0.005,0.0025,0.0,1.6,-0.8305745907030087,-0.08305745907030086,40,5.0,0.1416029727259878,False,False,23.8181312084198,
0.01,0.01,0.01,1.4,-0.28972482831454727,-0.028972482831454725,53,43.39622641509434,0.30334055950023536,False,False,23.76462197303772,
0.002,0.02,0.01,1.6,-0.9470568646204356,-0.09470568646204357,42,28.57142857142857,0.5255101803549629,False,False,23.947696685791016,
0.005,0.01,0.0,1.4,-5.104184356711016,-0.5104184356711016,53,3.7735849056603774,0.743241836689587,False,False,23.456801652908325,
0.005,0.02,0.0,1.2,-1.2900922469428906,-0.12900922469428908,63,6.349206349206349,1.2104937217392122,False,False,23.61743974685669,
0.002,0.01,0.01,1.6,-0.4718131475286782,-0.04718131475286782,42,28.57142857142857,0.26300756369112166,False,False,23.482446670532227,
0.005,0.0025,0.02,1.2,0.5092892080208458,0.05092892080208458,72,26.38888888888889,0.07390729466998833,False,False,23.507529735565186,
0.02,0.0025,0.02,1.2,0.04171689130646428,0.004171689130646428,62,41.935483870967744,0.07967494957421269,False,False,24.338905811309814,
0.02,0.0025,0.01,1.6,-0.37066703108553156,-0.03706670310855315,38,50.0,0.09523003225728038,False,False,24.35034966468811,
0.005,0.01,0.02,1.6,0.6089653683435472,0.060896536834354725,42,28.57142857142857,0.266376778197082,False,False,24.56611967086792,
0.005,0.005,0.02,1.6,0.30503203950286206,0.030503203950286207,42,28.57142857142857,0.13325585611569374,False,False,24.38300633430481,
0.01,0.005,0.0,1.6,-2.2823288907504775,-0.22823288907504774,38,5.263157894736842,0.3441033982237657,False,False,23.648287773132324,
0.002,0.02,0.0,1.2,1.501493686863455,0.1501493686863455,63,6.349206349206349,1.0452768782937576,False,False,23.946242570877075,
0.002,0.01,0.01,1.2,1.6137475736808256,0.16137475736808254,74,28.37837837837838,0.284456865877062,False,False,23.99926733970642,
0.02,0.02,0.01,1.6,-2.9695468954937496,-0.29695468954937493,38,50.0,0.7597859648766241,False,False,23.934444189071655,
0.005,0.0025,0.02,1.6,0.15265330789759446,0.015265330789759446,42,28.57142857142857,0.06664480134355535,False,False,23.97926139831543,
0.02,0.005,0.02,1.6,-0.6484671486638263,-0.06484671486638263,36,38.88888888888889,0.23426347159911132,False,False,23.927149295806885,
0.002,0.005,0.02,1.2,1.4018896002157817,0.14018896002157819,72,25.0,0.12255688184744123,False,False,23.861980438232422,
0.002,0.02,0.02,1.4,2.0620900065814567,0.20620900065814568,56,25.0,0.49628120039932483,False,False,23.835299491882324,
