stop_loss_pct,position_size,take_profit_pct,volume_spike_factor,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,runtime_sec,error
0.01,0.02,0.01,1.4,-0.5839625199844249,-0.05839625199844249,53,43.39622641509434,0.6059921060206028,23.652570724487305,
0.005,0.0025,0.02,1.4,0.10214904657925672,0.010214904657925671,56,26.785714285714285,0.07123113888248987,23.61403799057007,
0.002,0.02,0.02,1.6,1.603784254988227,0.16037842549882272,42,26.190476190476193,0.4962812003993171,23.580644369125366,
0.002,0.02,0.0,1.4,-7.373462073621226,-0.7373462073621226,53,3.7735849056603774,1.2009843141285126,23.73792791366577,
0.01,0.02,0.0,1.6,-9.10782611654622,-0.910782611654622,38,5.263157894736842,1.3696882632935088,23.694578647613525,
0.01,0.02,0.0,1.4,0.0,0.0,0,0.0,0.0,False,False,0.027025938034057617,
0.002,0.0025,0.01,1.6,0.0,0.0,0,0.0,0.0,False,False,0.02802562713623047,
0.01,0.005,0.02,1.6,0.0,0.0,0,0.0,0.0,False,False,0.022431135177612305,
0.01,0.01,0.01,1.6,0.0,0.0,0,0.0,0.0,False,False,0.024433374404907227,
0.005,0.0025,0.01,1.6,0.0,0.0,0,0.0,0.0,False,False,0.023020267486572266,
0.02,0.0025,0.01,1.2,0.0,0.0,0,0.0,0.0,False,False,0.023021221160888672,
0.01,0.005,0.01,1.4,0.0,0.0,0,0.0,0.0,False,False,0.021915912628173828,
0.002,0.0025,0.0,1.6,0.0,0.0,0,0.0,0.0,False,False,0.02291584014892578,
0.002,0.02,0.02,1.6,0.0,0.0,0,0.0,0.0,False,False,0.026597976684570312,
0.01,0.005,0.01,1.6,0.0,0.0,0,0.0,0.0,False,False,0.02860403060913086,
0.002,0.01,0.01,1.2,0.0,0.0,0,0.0,0.0,False,False,0.023023605346679688,
0.02,0.005,0.0,1.4,0.0,0.0,0,0.0,0.0,False,False,0.02502298355102539,
0.002,0.01,0.0,1.2,0.0,0.0,0,0.0,0.0,False,False,0.02589273452758789,
0.005,0.01,0.0,1.6,0.0,0.0,0,0.0,0.0,False,False,0.0224001407623291,
0.01,0.01,0.0,1.4,0.0,0.0,0,0.0,0.0,False,False,0.023524999618530273,
0.02,0.01,0.01,1.6,0.0,0.0,0,0.0,0.0,False,False,0.023014307022094727,
0.002,0.01,0.0,1.6,0.0,0.0,0,0.0,0.0,False,False,0.02702498435974121,
0.005,0.01,0.02,1.4,0.0,0.0,0,0.0,0.0,False,False,0.02152729034423828,
0.002,0.02,0.02,1.2,0.0,0.0,0,0.0,0.0,False,False,0.02753472328186035,
0.01,0.02,0.01,1.2,0.0,0.0,0,0.0,0.0,False,False,0.02101922035217285,
0.02,0.01,0.0,1.4,0.0,0.0,0,0.0,0.0,False,False,0.022019624710083008,
0.02,0.0025,0.0,1.2,0.0,0.0,0,0.0,0.0,False,False,0.022020578384399414,
0.005,0.01,0.0,1.2,0.0,0.0,0,0.0,0.0,False,False,0.02402186393737793,
0.01,0.0025,0.02,1.4,0.0,0.0,0,0.0,0.0,False,False,0.022019624710083008,
