vol_mult_threshold,final_balance,profit,profit_percentage,total_trades,win_rate,max_drawdown_pct
1.5,1000.6777515235763,0.6777515235762621,0.06777515235762621,23,17.391304347826086,0.1403285069312119
2.0,1002.4002506822178,2.400250682217802,0.24002506822178019,34,17.647058823529413,0.2050191103634617
3.0,1004.1067614446437,4.106761444643666,0.4106761444643666,55,21.818181818181817,0.40486399288609626
4.0,1007.972153995431,7.972153995430972,0.7972153995430972,63,26.984126984126984,0.26411584433058793
5.0,1008.0812870092122,8.081287009212247,0.8081287009212247,68,26.47058823529412,0.26411584433057084
8.0,1007.7894565435737,7.789456543573692,0.7789456543573692,71,25.352112676056336,0.27356948263918984
10.0,1007.7894565435737,7.789456543573692,0.7789456543573692,71,25.352112676056336,0.27356948263918984
