stop_loss_pct,position_size,take_profit_pct,volume_spike_factor,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,aborted_early,insufficient_trades,runtime_sec,error
0.01,0.0025,0.0,1.4,-1.336757291096319,-0.1336757291096319,47,6.382978723404255,0.19169550748620198,False,False,23.59667134284973,
0.002,0.0025,0.0,1.2,0.19478003461165372,0.01947800346116537,63,6.349206349206349,0.13122055900846838,False,False,23.71991753578186,
0.002,0.0025,0.0,1.6,-0.6515878927452832,-0.06515878927452833,40,5.0,0.12371479050910109,False,False,23.957140922546387,
0.01,0.01,0.02,1.6,-0.4452005028969097,-0.04452005028969097,41,31.70731707317073,0.3673476174261755,False,False,23.997087478637695,
0.002,0.01,0.0,1.6,-2.6059840359033615,-0.26059840359033615,40,5.0,0.49400642813016915,False,False,23.861299753189087,
0.002,0.01,0.0,1.2,0.7669334679098938,0.07669334679098938,63,6.349206349206349,0.5239191237693686,False,False,24.106719493865967,
0.002,0.02,0.01,1.6,-0.9470568646204356,-0.09470568646204357,42,28.57142857142857,0.5255101803549629,False,False,24.062013864517212,
0.002,0.02,0.02,1.2,5.606576613985453,0.5606576613985453,72,25.0,0.4895777194910072,False,False,24.152706146240234,
0.005,0.005,0.01,1.2,0.9045854153991968,0.09045854153991968,74,33.78378378378378,0.1603375466347382,False,False,23.294164180755615,
0.02,0.02,0.01,1.2,2.4843317180442455,0.24843317180442454,66,54.54545454545454,0.5843655953929942,False,False,23.533294200897217,
0.005,0.01,0.0,1.2,-0.6286605830234748,-0.06286605830234748,63,6.349206349206349,0.6069897563237897,False,False,23.778656721115112,
0.02,0.01,0.02,1.2,0.16287996328946974,0.016287996328946976,62,41.935483870967744,0.3184511688708448,False,False,23.628315448760986,
0.002,0.01,0.02,1.6,0.8039067661957233,0.08039067661957233,42,26.190476190476193,0.24836489216931643,False,False,23.89313316345215,
0.002,0.0025,0.01,1.6,-0.11763136618287717,-0.011763136618287718,42,28.57142857142857,0.06579926498161164,False,False,24.093838214874268,
0.005,0.01,0.0,1.4,-5.104184356711016,-0.5104184356711016,53,3.7735849056603774,0.743241836689587,False,False,23.93787908554077,
0.005,0.0025,0.0,1.4,-1.277896567891844,-0.12778965678918439,53,3.7735849056603774,0.1863089599802042,False,False,24.187317848205566,
0.005,0.02,0.0,1.4,-10.497402735787205,-1.0497402735787205,38,0.0,1.1243745787609911,True,False,23.522417306900024,
0.002,0.0025,0.02,1.4,0.2586061387648897,0.02586061387648897,56,25.0,0.0621333097147179,False,False,23.582711935043335,
0.002,0.005,0.02,1.4,0.5169712572796925,0.05169712572796925,56,25.0,0.12423855556414473,False,False,23.796798944473267,
0.002,0.02,0.02,1.4,2.0620900065814567,0.20620900065814568,56,25.0,0.49628120039932483,False,False,23.90436315536499,
0.01,0.005,0.01,1.6,-0.6294731200746355,-0.06294731200746355,41,39.02439024390244,0.1775491273145505,False,False,23.450143814086914,
0.02,0.005,0.0,1.2,-0.5647733602157814,-0.056477336021578145,50,14.000000000000002,0.34900066102382676,False,False,23.726248264312744,
0.002,0.005,0.02,1.2,1.4018896002157817,0.14018896002157819,72,25.0,0.12255688184744123,False,False,23.843937158584595,
0.002,0.01,0.01,1.4,-0.0462082339385006,-0.00462082339385006,56,28.57142857142857,0.2647698393936932,False,False,23.81264638900757,
0.02,0.0025,0.02,1.4,-0.2014588503810728,-0.02014588503810728,46,43.47826086956522,0.09907445036548926,False,False,23.916686296463013,
0.02,0.01,0.02,1.6,-1.297986287877734,-0.1297986287877734,36,38.88888888888889,0.4680509520549362,False,False,23.960294723510742,
0.02,0.005,0.0,1.6,-3.1753513692923434,-0.31753513692923435,32,9.375,0.44234383967701557,False,False,24.083299160003662,
0.002,0.01,0.01,1.6,-0.4718131475286782,-0.04718131475286782,42,28.57142857142857,0.26300756369112166,False,False,24.16448402404785,
0.002,0.0025,0.02,1.6,0.2013539578271093,0.02013539578271093,42,26.190476190476193,0.062133309714707444,False,False,23.272318124771118,
0.01,0.005,0.02,1.4,-0.06482208336763051,-0.006482208336763052,53,33.9622641509434,0.17021301966706634,False,False,23.665271759033203,
0.01,0.0025,0.0,1.2,-0.2773954012924378,-0.027739540129243782,57,8.771929824561402,0.1608128279305295,False,False,23.635101318359375,
0.002,0.01,0.01,1.2,1.6137475736808256,0.16137475736808254,74,28.37837837837838,0.284456865877062,False,False,23.74220061302185,
0.02,0.005,0.0,1.4,-3.6119244386259197,-0.36119244386259197,40,10.0,0.4859464849218783,False,False,23.452563285827637,
0.005,0.0025,0.0,1.6,-0.8305745907030087,-0.08305745907030086,40,5.0,0.1416029727259878,False,False,23.92050552368164,
0.02,0.01,0.01,1.4,-0.3484274210924241,-0.0348427421092424,49,55.10204081632652,0.3315968619540359,False,False,23.770737648010254,
0.02,0.005,0.02,1.4,-0.4032792591059433,-0.04032792591059433,46,43.47826086956522,0.19806741420192597,False,False,23.832433462142944,
0.02,0.02,0.02,1.6,-2.600169493883641,-0.26001694938836406,36,38.88888888888889,0.9342012104123455,False,False,23.423707008361816,
0.02,0.02,0.01,1.4,-0.7018826376115612,-0.07018826376115612,49,55.10204081632652,0.6623356983890425,False,False,23.582678079605103,
0.02,0.0025,0.02,1.2,0.04171689130646428,0.004171689130646428,62,41.935483870967744,0.07967494957421269,False,False,23.763997316360474,
0.01,0.02,0.01,1.6,-2.521724629268988,-0.2521724629268988,41,39.02439024390244,0.7086654677613868,False,False,23.672526836395264,
