symbol,interval,params,initial_balance,leverage,profit,profit_pct,total_trades,win_rate,max_drawdown_pct
INUSDT,5m,"{""fast_ema_period"": 3, ""slow_ema_period"": 5, ""enable_volume_momentum"": true, ""enable_sr_detection"": true, ""enable_sr_filter"": true, ""stop_loss_pct"": 0.01, ""take_profit_pct"": 0.02, ""position_size"": 0.02, ""volume_spike_factor"": 1.4, ""volume_avg_period"": 10, ""sr_proximity_threshold"": 0.001}",1000.0,1,-4.969396613589879,-0.4969396613589879,32,15.625,0.537087132956807
INUSDT,5m,"{""fast_ema_period"": 3, ""slow_ema_period"": 5, ""enable_volume_momentum"": true, ""enable_sr_detection"": true, ""enable_sr_filter"": true, ""stop_loss_pct"": 0.01, ""take_profit_pct"": 0.02, ""position_size"": 0.02, ""volume_spike_factor"": 1.6, ""volume_avg_period"": 20, ""sr_proximity_threshold"": 0.002}",1000.0,1,-4.894226198822253,-0.4894226198822253,32,12.5,0.5712274233235007
