symbol,interval,params,profit,profit_pct,total_trades,win_rate,max_drawdown_pct
PIPPINUSDT,5m,"{""fast_ema_period"": 3, ""slow_ema_period"": 5, ""enable_volume_momentum"": true, ""enable_sr_detection"": true, ""enable_sr_filter"": true, ""stop_loss_pct"": 0.01, ""take_profit_pct"": 0.02, ""position_size"": 0.02, ""volume_spike_factor"": 1.4, ""volume_avg_period"": 10, ""sr_proximity_threshold"": 0.001}",1.1935274867585122,0.11935274867585122,49,32.6530612244898,0.5223398239719255
PIPPINUSDT,5m,"{""fast_ema_period"": 3, ""slow_ema_period"": 5, ""enable_volume_momentum"": true, ""enable_sr_detection"": true, ""enable_sr_filter"": true, ""stop_loss_pct"": 0.01, ""take_profit_pct"": 0.02, ""position_size"": 0.02, ""volume_spike_factor"": 1.6, ""volume_avg_period"": 20, ""sr_proximity_threshold"": 0.002}",-2.9210187053173513,-0.29210187053173514,37,27.027027027027028,0.8133742463096382
