rank,stop_loss_pct,position_size,take_profit_pct,volume_spike_factor,slippage_pct,mc_mean_profit_pct,mc_std_profit_pct,mc_5th_pct,mc_negative_pct,mc_samples
1,0.002,0.02,0.02,1.2,,-0.49955955002307295,0.058320954742376536,-0.5873259713533457,100.0,20
2,0.02,0.02,0.01,1.2,,-0.6075764211711987,0.06618142465571296,-0.8255393999762873,100.0,20
5,0.002,0.02,0.02,1.6,,-0.5018938874370992,0.04658944300634959,-0.5746676659354876,100.0,20
6,0.02,0.01,0.01,1.2,,-0.2858217926956877,0.02639635609765156,-0.3339462925394855,100.0,20
7,0.01,0.01,0.01,1.2,,-0.29014776661522945,0.018737160663669098,-0.33109755244471445,100.0,20
