date,final_balance,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,computed_atr_pct,stop_loss_pct_used
2025-11-24,1000.0,0.0,0.0,0,0.0,0.0,0.041980151127618645,0.06297022669142796
