date,final_balance,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,computed_atr_pct,stop_loss_pct_used
2025-11-18,1000.0,0.0,0.0,0,0.0,0.0,0.0036707991173457032,0.005506198676018555
