date,final_balance,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,computed_atr_pct,stop_loss_pct_used
2025-11-23,1000.0,0.0,0.0,0,0.0,0.0,0.06256334402067469,0.09384501603101203
