date,final_balance,profit,profit_pct,total_trades,win_rate,max_drawdown_pct,computed_atr_pct,stop_loss_pct_used
2025-11-20,1000.0,0.0,0.0,0,0.0,0.0,0.0046274323682961365,0.006941148552444204
